id,username,gender,age,province,city,education,height,weight,race,least_age,most_age,least_height,most_height,aim_race,aim_education,aim_marriage,aim_home
10022958,marksun,M,39,海南,三亚,本科,174,74,汉,20,26,158,165,不限,不限,未婚,不限
10022958,marksun,M,39,海南,三亚,本科,174,74,汉,20,26,158,165,不限,不限,未婚,不限
10040952,真诚,M,34,陕西,宝鸡,大专,170,62,汉,20,25,158,164,不限,高中中专及以下或以上,未婚,不限
10040952,真诚,M,34,陕西,宝鸡,大专,170,62,汉,20,25,158,164,不限,高中中专及以下或以上,未婚,不限
10040952,真诚,M,34,陕西,宝鸡,大专,170,62,汉,20,25,158,164,不限,高中中专及以下或以上,未婚,不限
10075567,瞬,M,33,广西,玉林,大专,178,70,汉,18,25,157,170,不限,高中中专及以下或以上,未婚,不限
10098326,yuxue,F,34,广东,广州,硕士,157,48,--,20,40,168,190,不限,本科或以上,不限,不限
10098326,yuxue,F,34,广东,广州,硕士,157,48,--,20,40,168,190,不限,本科或以上,不限,不限
10098326,yuxue,F,34,广东,广州,硕士,157,48,--,20,40,168,190,不限,本科或以上,不限,不限
10118408,Lisalisali,F,35,其他国家,加拿大,硕士,169,50,汉,20,50,160,190,不限,不限,不限,不限
10265409,牛牛娃,M,33,甘肃,平凉,本科,175,0,--,20,50,150,180,不限,不限,不限,不限
10274081,寻找远方他,M,54,甘肃,嘉峪关,大专,180,0,--,20,50,150,180,不限,不限,不限,不限
10280776,当时已惘然,F,30,辽宁,锦州,大专,166,50,满,20,50,160,190,不限,不限,不限,不限
10280776,当时已惘然,F,30,辽宁,锦州,大专,166,50,满,20,50,160,190,不限,不限,不限,不限
10296475,尘飞扬,M,32,江苏,连云港,大专,172,70,汉,20,50,150,180,不限,不限,不限,不限
10296475,尘飞扬,M,32,江苏,连云港,大专,172,70,汉,20,50,150,180,不限,不限,不限,不限
10315896,与寂寞过夜,M,28,湖南,永州,大专,173,58,汉,20,50,150,180,不限,不限,不限,不限
10317453,liukui,M,36,上海,浦东新区,大专,170,0,--,20,50,150,180,不限,不限,不限,不限
10317453,liukui,M,36,上海,浦东新区,大专,170,0,--,20,50,150,180,不限,不限,不限,不限
10317453,liukui,M,36,上海,浦东新区,大专,170,0,--,20,50,150,180,不限,不限,不限,不限
10339611,jia xin,F,34,其他国家,马来西亚,高中中专及以下,164,63,汉,27,35,160,180,不限,不限,未婚,不限
10339611,jia xin,F,34,其他国家,马来西亚,高中中专及以下,164,63,汉,27,35,160,180,不限,不限,未婚,不限
10359445,benhai,M,33,北京,密云,本科,172,0,--,20,50,150,180,不限,不限,不限,不限
10359445,benhai,M,33,北京,密云,本科,172,0,--,20,50,150,180,不限,不限,不限,不限
10371228,遗忘的角落,M,36,广东,珠海,大专,163,0,--,20,50,150,180,不限,不限,不限,不限
10371228,遗忘的角落,M,36,广东,珠海,大专,163,0,--,20,50,150,180,不限,不限,不限,不限
10371228,遗忘的角落,M,36,广东,珠海,大专,163,0,--,20,50,150,180,不限,不限,不限,不限
10378319,小牛,M,31,浙江,温州,大专,172,0,--,20,50,150,180,不限,不限,不限,不限
10426846,vavc,M,45,广东,深圳,本科,177,68,汉,26,35,165,175,不限,不限,不限,不限
10475728,恬静,F,34,浙江,宁波,本科,160,51,汉,26,28,170,175,不限,不限,未婚,星级会员 
10484215,高山流水,F,32,陕西,渭南,高中中专及以下,153,46,汉,20,50,160,190,不限,不限,不限,不限
10499264,~波波~,F,28,天津,红桥,大专,162,0,汉,20,50,160,190,不限,不限,不限,不限
10539346,爱上爱,F,34,北京,朝阳,本科,168,63,汉,30,40,170,190,不限,本科,不限,星级会员 * 
10563434,奋斗,M,31,山东,滨州,大专,175,80,汉,20,50,150,180,不限,不限,不限,不限
10574205,ǐ。薍﹏,M,28,吉林,延吉,大专,171,0,--,20,50,150,180,不限,不限,不限,不限
10587504,梦女孩喵喵,F,29,黑龙江,牡丹江,本科,170,50,汉,20,50,160,190,不限,不限,不限,不限
10591828,′花田「错、,M,36,山东,烟台,本科,179,68,汉,19,30,150,180,不限,不限,未婚,不限
10627553,轻舞飞扬,F,34,河北,石家庄,大专,160,42,汉,20,50,160,190,不限,不限,不限,不限
10628374,前和,M,37,广东,深圳,大专,175,75,汉,20,50,150,180,不限,不限,不限,不限
10635303,寻找爱我的他,F,33,广西,桂林,大专,159,40,汉,20,50,160,190,不限,不限,不限,不限
10646810,youlan♣,F,64,辽宁,沈阳,大专,160,117,汉,55,65,170,180,不限,不限,不限,星级会员 
10675630,冬天,M,34,广东,东莞,本科,170,0,--,20,50,150,180,不限,不限,不限,不限
10725509,long,M,43,河北,唐山,大专,172,0,汉,20,50,150,180,不限,不限,不限,不限
10729306,放飞心情,M,33,广西,桂林,大专,173,60,汉,20,50,150,180,不限,不限,不限,不限
10740218,娜妮,F,34,山东,济南,本科,174,57,汉,29,36,178,190,不限,不限,未婚,星级会员 
10740907,單裑嘚⑩⑦鵇,M,28,广东,珠海,本科,172,50,汉,20,50,150,180,不限,不限,不限,不限
10744852,不变的追求,M,33,四川,成都,大专,172,65,汉,20,50,150,180,不限,不限,不限,不限
10749773,独孤凡,M,32,福建,厦门,本科,175,0,--,20,50,150,180,不限,不限,不限,不限
10756822,╭ǒ無鈊ЮЭ,M,34,山西,太原,本科,172,0,--,20,50,150,180,不限,不限,不限,不限
10761463,fernich,M,37,浙江,杭州,大专,170,0,--,20,50,150,180,不限,不限,不限,不限
10791159,朋朋,M,42,江苏,南通,本科,175,65,汉,20,50,150,180,不限,不限,不限,不限
10814417,阳光,M,33,河南,安阳,大专,165,0,--,20,50,150,180,不限,不限,不限,不限
10915645,帝国豪门,M,28,河南,郑州,大专,189,80,汉,20,50,150,180,不限,不限,不限,不限
10940029,安心,F,35,山西,运城,大专,163,0,--,27,30,171,180,不限,不限,离异,不限
10941815,好好,F,39,河南,郑州,大专,158,0,汉,29,35,168,175,不限,不限,未婚,不限
10946133,生活在别处,M,34,四川,成都,本科,175,60,--,20,25,150,180,不限,不限,不限,不限
10969544,飘泊不定的叶,F,29,广东,深圳,大专,160,49,汉,20,50,160,190,不限,不限,不限,不限
11002556,徘徊,M,35,广东,东莞,本科,175,66,汉,18,30,160,170,不限,不限,不限,不限
11017150,多多,F,37,北京,海淀,大专,160,48,汉,32,40,170,185,不限,高中中专及以下或以上,不限,星级会员 
11069321,苹果,M,39,浙江,温州,大专,170,65,汉,20,29,150,170,不限,不限,未婚,不限
11083435,等待,M,46,北京,海淀,硕士,176,80,汉,25,40,160,170,不限,不限,不限,星级会员 
11087290,一叶浮萍,M,36,重庆,九龙坡,大专,180,90,汉,20,50,150,180,不限,不限,不限,不限
11132583,linlin,F,63,吉林,长春,大专,166,70,汉,53,70,166,190,不限,高中中专及以下或以上,不限,不限
11136794,旖旎妮子,F,35,安徽,滁州,大专,164,0,汉,26,37,172,185,不限,大专或以上,未婚,不限
11153833,侯补登机,M,32,广东,广州,大专,170,0,--,20,25,150,168,不限,不限,未婚,不限
11182596,小傻瓜,M,32,宁夏,银川,本科,172,0,--,20,50,150,180,不限,不限,不限,不限
11183566,多多,F,36,陕西,西安,本科,162,0,--,20,50,160,190,不限,不限,不限,不限
11185174,一米阳光,F,35,福建,泉州,大专,161,45,汉,20,50,160,190,不限,不限,不限,不限
11201146,chairel,F,34,四川,内江,大专,163,50,汉,20,50,160,190,不限,不限,不限,不限
11203526,Rose,F,58,北京,东城,大专,161,60,汉,53,58,173,180,不限,大专或以上,不限,星级会员 
11214988,Fountain,F,31,江西,赣州,大专,160,0,--,20,50,160,190,不限,不限,不限,不限
11245629,愛伱1оo.℅,M,37,河北,唐山,大专,175,65,汉,20,50,150,180,不限,不限,未婚,不限
11246152,雪天使,F,34,上海,奉贤,本科,158,48,汉,28,35,173,185,不限,本科或以上,未婚,不限
11246190,海格,F,37,广东,东莞,本科,167,50,汉,33,42,173,190,不限,大专或以上,未婚,不限
11291627,liangtingting,F,37,北京,西城,本科,170,60,汉,32,48,177,186,不限,本科或以上,未婚、离异,不限
11300473,遇上你是我的缘,M,40,陕西,西安,本科,178,0,--,20,50,150,180,不限,不限,不限,不限
11311245,我的爱MWL,M,29,广西,南宁,本科,155,45,汉,20,50,150,180,不限,不限,不限,不限
11331223,把盏听歌,M,46,浙江,宁波,大专,181,75,汉,20,50,150,180,不限,不限,不限,不限
11345300,海鸥,M,37,广东,广州,大专,178,55,汉,22,32,158,170,不限,大专或以上,未婚、离异,不限
11347722,安静,M,36,上海,闸北,大专,173,67,汉,20,28,155,170,不限,不限,未婚,不限
11369459,从一而终,M,38,广东,广州,本科,188,0,--,20,50,150,180,不限,不限,不限,不限
11386788,dongdong,M,47,上海,杨浦,硕士,180,0,--,20,50,150,180,不限,不限,不限,不限
11389286,过期淑女♡,F,39,福建,泉州,大专,161,50,汉,30,35,170,190,不限,大专或以上,不限,不限
11388613,清茶,F,35,广东,广州,本科,165,0,汉,20,50,160,190,不限,不限,不限,不限
11411383,没,M,35,四川,成都,本科,178,76,--,20,50,150,180,不限,不限,不限,不限
11413381,丰洋,M,47,湖南,长沙,本科,172,65,汉,20,50,150,180,不限,不限,不限,不限
11457249,伍海发,M,34,广东,深圳,大专,170,53,汉,20,50,150,180,不限,不限,不限,不限
11458590,周哥,M,35,四川,成都,本科,174,70,汉,23,30,160,172,不限,不限,未婚,不限
11470591,当时只道是寻常,M,53,山西,太原,硕士,177,77,汉,35,44,165,170,不限,本科或以上,离异,不限
11475848,阿不,M,43,福建,泉州,本科,170,0,--,20,50,150,180,不限,不限,不限,不限
11477405,七夕,F,36,江西,九江,大专,160,48,汉,26,35,170,190,不限,不限,未婚,不限
11479412,宝贝,F,34,福建,龙岩,大专,160,0,--,20,50,160,190,不限,不限,不限,不限
11480176,wanshi,M,38,陕西,西安,大专,172,65,汉,20,50,150,180,不限,不限,不限,不限
11480400,mascot,F,32,陕西,西安,本科,163,0,--,20,50,160,190,不限,不限,不限,不限
11481257,蚯蚓,M,33,江苏,南京,本科,171,0,--,20,50,150,180,不限,不限,不限,不限
11481810,流星,M,33,广东,佛山,大专,165,50,汉,20,50,150,180,不限,不限,不限,不限
11485808,娟娟,F,47,浙江,嘉兴,大专,158,45,汉,38,50,170,185,不限,不限,不限,不限
11486157,冬冬,M,39,湖南,永州,本科,170,0,--,20,50,150,180,不限,不限,不限,不限
11487032,yaoming,M,31,江苏,无锡,大专,180,75,汉,20,25,160,175,不限,不限,未婚,星级会员 
11487062,至尊宝,M,38,广东,广州,本科,175,65,汉,18,27,158,175,不限,不限,未婚,不限
11487991,我的最爱,M,34,江苏,常州,大专,170,0,--,20,50,150,180,不限,不限,不限,不限
11492225,浪子本逍遥,M,34,重庆,江北,大专,173,70,汉,20,50,150,180,不限,不限,不限,不限
11492502,天儿无双,M,29,河南,开封,本科,183,0,--,20,50,150,180,不限,不限,不限,不限
11493064,真诚,F,48,黑龙江,绥化,大专,165,0,--,20,50,160,190,不限,不限,不限,不限
11493284,臭蛋,M,42,北京,东城,大专,183,0,--,20,50,150,180,不限,不限,不限,不限
11495255,追风者,M,37,江苏,南京,本科,172,67,汉,20,33,150,170,不限,不限,不限,不限
11496468,5139,F,32,广东,中山,大专,160,42,汉,20,50,160,190,不限,不限,不限,不限
11497120,kk,F,35,北京,朝阳,硕士,160,0,汉,20,50,160,190,不限,不限,不限,不限
11498431,~W~,M,29,河北,沧州,大专,170,0,--,20,50,150,180,不限,不限,不限,不限
11499276,爱你一秒,M,40,江苏,无锡,本科,182,85,汉,20,50,150,180,不限,不限,不限,不限
11500070,不再等待,M,32,北京,海淀,大专,170,0,--,20,50,150,180,不限,不限,不限,不限
11507293,幽灵,F,37,浙江,杭州,大专,167,50,汉,25,35,172,176,不限,不限,未婚,不限
11508291,润之,M,53,河南,郑州,大专,177,76,汉,30,42,160,170,不限,不限,不限,不限
11509921,tc,M,44,上海,杨浦,本科,174,75,汉,30,37,158,170,不限,不限,不限,不限
11510689,翩翩霓裳,F,43,河北,石家庄,本科,168,53,汉,20,50,160,190,不限,不限,不限,不限
11512521,苏乐乐,F,36,湖南,郴州,本科,158,45,汉,29,33,170,175,不限,本科或以上,未婚,不限
11513267,子云,F,54,河北,唐山,大专,160,61,汉,20,50,160,190,不限,不限,不限,不限
11514398,爱尔兰,M,35,辽宁,阜新,高中中专及以下,170,90,--,20,50,150,180,不限,不限,不限,不限
11517438,頽廢,F,32,重庆,永川,大专,165,51,汉,22,30,178,190,不限,本科,未婚,星级会员 
11519044,goo,F,32,上海,宝山,本科,165,0,--,20,50,160,190,不限,不限,不限,不限
11520766,xianxian,F,37,上海,徐汇,本科,168,50,汉,20,50,160,190,不限,不限,不限,不限
11521374,吴兰馨儿,F,54,浙江,丽水,大专,165,63,汉,47,58,165,182,不限,大专或以上,不限,不限
11524319,林静儿,F,40,安徽,宣城,大专,163,45,--,20,50,160,190,不限,不限,不限,不限
11524500,等你一生,M,37,山东,潍坊,本科,180,0,--,20,50,150,180,不限,不限,不限,不限
11526048,古月清辰,M,34,浙江,衢州,大专,176,74,汉,20,50,150,180,不限,不限,不限,不限
11526827,润泽,M,47,上海,南汇,本科,174,0,--,20,50,150,180,不限,不限,不限,不限
11527001,▓葑de枷鎖,M,32,四川,成都,大专,180,60,汉,20,50,150,180,不限,不限,不限,不限
11527419,寻缘,M,32,福建,泉州,本科,172,60,汉,20,25,155,170,不限,高中中专及以下或以上,未婚,不限
11528399,努力,M,36,山东,烟台,本科,175,70,汉,25,35,158,170,不限,不限,不限,星级会员 
11528431,落雪无痕,F,34,四川,成都,大专,155,44,汉,25,30,168,175,不限,不限,未婚,不限
11529502,爱在他乡,M,39,山西,临汾,大专,180,0,--,20,50,150,180,不限,不限,不限,不限
11530833,迷失的BOY,M,32,浙江,绍兴,大专,172,0,汉,20,35,160,170,不限,不限,不限,不限
11530834,可可,M,39,重庆,渝中,本科,176,68,汉,25,30,155,165,不限,大专或以上,未婚,不限
11531807,交友,M,52,贵州,黔南,本科,168,65,苗,20,50,150,180,不限,不限,不限,不限
11532052,攀宇,F,52,广西,南宁,本科,166,64,汉,20,50,160,190,不限,不限,不限,不限
11533719,凤凰涅磐,F,30,江苏,常州,高中中专及以下,162,0,汉,24,28,172,180,不限,大专或以上,未婚,星级会员 
11534625,疯采e旧,M,41,云南,昆明,本科,170,60,--,20,50,150,180,不限,不限,不限,不限
11535071,独自等待,M,36,新疆,巴音郭楞,本科,178,75,汉,20,50,150,180,不限,不限,不限,不限
11536663,向日葵,F,38,湖南,湘潭,本科,157,48,汉,34,40,170,175,不限,本科,未婚,不限
11537688,火凤皇,M,33,广东,佛山,大专,173,0,--,20,50,150,180,不限,不限,不限,不限
11538161,文龙,M,30,广东,广州,大专,170,0,--,20,50,150,180,不限,不限,不限,不限
11539226,2222222,M,60,天津,河西,本科,199,0,--,20,50,150,180,不限,不限,不限,不限
11539450,星空,M,35,河北,秦皇岛,本科,173,63,汉,20,25,161,168,不限,不限,未婚,不限
11540943,king_upu,M,35,浙江,杭州,本科,163,51,汉,20,50,150,180,不限,不限,不限,不限
11541595,sharon,F,43,天津,南开,本科,165,57,汉,38,48,170,190,不限,本科或以上,离异、丧偶,星级会员 
11543296,cqkevin,M,35,江苏,泰州,本科,172,65,汉,20,50,150,180,不限,不限,不限,不限
11544022,僞1苆戤變の,M,29,安徽,蚌埠,大专,173,0,--,20,50,150,180,不限,不限,不限,不限
11544914,漂亮依然,F,55,新疆,石河子,大专,165,56,汉,,,,,不限,不限,不限,不限
11546097,一杯白开水,M,36,江苏,连云港,本科,173,60,汉,20,50,150,180,不限,不限,不限,不限
11547038,何凤莲,F,54,广东,顺德,本科,155,0,--,45,60,160,170,不限,不限,不限,不限
11548686,leon,M,39,北京,东城,本科,175,75,汉,20,50,150,180,不限,不限,不限,不限
11551394,樱花草,F,33,江西,南昌,大专,161,50,汉,20,50,160,190,不限,不限,不限,不限
11552451,小玥,F,38,广西,柳州,大专,160,46,--,29,35,160,180,不限,大专或以上,不限,星级会员 
11553134,李涛,M,34,江苏,常州,大专,177,0,--,20,50,150,180,不限,不限,不限,不限
11554681,♂♥祥☜♠,M,30,河北,廊坊,本科,177,75,汉,21,26,160,175,不限,大专,未婚,不限
11555551,★美错☆,F,36,河南,许昌,本科,168,0,汉,,,,,不限,不限,不限,不限
11555730,射手,M,34,江苏,苏州,硕士,170,65,汉,20,23,160,170,不限,不限,未婚,不限
11556285,爱情风帆,M,43,黑龙江,哈尔滨,本科,180,76,汉,25,30,162,170,不限,大专或以上,未婚,不限
11557134,逐梦,F,39,广西,北海,大专,165,53,汉,29,50,176,,不限,不限,不限,不限
11558159,小鱼,F,30,福建,福州,大专,166,55,--,20,50,160,190,不限,不限,不限,不限
11559133,哈密瓜,M,35,广东,佛山,大专,165,60,汉,20,50,150,180,不限,不限,不限,不限
11561218,天涯,M,30,浙江,杭州,本科,173,0,--,20,50,150,180,不限,不限,不限,不限
11563215,吹着自然风,F,31,福建,福州,大专,156,0,--,20,50,160,190,不限,不限,不限,不限
11564665,~在我身边！~,F,30,其他国家,韩国,大专,161,0,--,22,28,175,190,不限,不限,未婚,不限
11569307,活出美好,F,47,湖北,武汉,大专,164,52,汉,37,45,170,178,不限,不限,不限,不限
11570197,"誰,丟丅ㄋ峩",M,29,江苏,无锡,大专,162,0,--,18,21,150,170,不限,不限,未婚,不限
11573288,Scopia,F,36,浙江,宁波,本科,162,0,--,29,34,170,190,不限,不限,未婚,不限
11575192,ttba,F,32,广东,深圳,大专,165,50,汉,20,50,160,190,不限,不限,不限,不限
11576483,玉麒麟,M,38,辽宁,营口,本科,165,65,汉,23,30,158,165,不限,大专或以上,未婚,不限
11577754,贺涛,M,30,湖北,恩施,大专,168,0,其它民,20,50,150,180,不限,不限,不限,不限
11578205,飘儿,F,34,河北,廊坊,本科,165,46,汉,29,35,175,185,不限,本科或以上,未婚,不限
11579248,牧师,M,33,浙江,嘉兴,本科,176,0,--,20,50,150,180,不限,不限,不限,不限
11583806,jason,M,38,广东,深圳,硕士,178,0,--,20,50,150,180,不限,不限,不限,不限
11585459,gogo2008,M,40,福建,泉州,大专,180,0,--,20,50,150,180,不限,不限,不限,不限
11585837,乌龙茶,F,32,江西,南昌,大专,158,0,汉,24,30,172,180,不限,不限,未婚,不限
11586860,朋哥,M,32,山东,东营,大专,178,74,汉,20,50,150,180,不限,不限,不限,不限
11586961,jetta,M,38,重庆,渝北,本科,177,0,汉,20,50,150,180,不限,不限,不限,不限
11587505,盲人,M,30,北京,宣武,大专,181,0,--,20,50,150,180,不限,不限,不限,不限
11588711,千年狐狸,M,37,山东,菏泽,本科,173,0,--,20,50,150,180,不限,不限,不限,不限
11590722,心中無邪天地寬,F,48,香港,香港,博士,172,0,--,20,50,160,190,不限,不限,不限,不限
11591322,無鈊乄洅愛,F,31,福建,福州,大专,165,45,汉,28,38,170,185,不限,不限,不限,不限
11591609,coco_2498,M,35,湖南,岳阳,本科,170,0,--,20,50,150,180,不限,不限,不限,不限
11593037,怡,F,34,其他国家,澳大利亚,本科,167,55,汉,24,35,178,189,不限,不限,未婚,不限
11593270,八戒,M,43,山东,青岛,大专,172,70,汉,20,50,150,180,不限,不限,不限,不限
11594814,蝴蝶依依,F,40,广东,惠州,本科,158,0,--,20,50,160,190,不限,不限,不限,不限
11594105,玩美,M,36,山西,太原,本科,173,55,汉,24,30,155,160,不限,不限,未婚,不限
11595785,sunny,F,38,辽宁,大连,本科,165,55,汉,35,49,165,180,不限,不限,不限,不限
11597201,葡萄,F,32,北京,海淀,大专,162,0,--,20,50,160,190,不限,不限,不限,不限
11599608,心情咖啡,F,30,广东,中山,高中中专及以下,165,51,汉,24,28,172,180,不限,大专或以上,未婚,不限
11600493,船长,M,35,上海,浦东新区,本科,178,75,汉,22,25,160,180,不限,不限,未婚,星级会员 
11601977,灰姑娘,F,34,河北,张家口,本科,160,47,汉,28,31,170,185,不限,大专或以上,未婚,不限
11603338,让亲人自由呼吸,M,34,山西,阳泉,大专,172,72,汉,24,27,155,170,不限,大专或以上,未婚,不限
11603371,小天,M,31,河南,新乡,大专,178,0,--,20,50,150,180,不限,不限,不限,不限
11603832,孤单天涯路,M,31,重庆,渝中,大专,183,70,汉,20,50,150,180,不限,不限,不限,不限
11604730,老婆你看见我了吗,M,41,广东,深圳,大专,165,55,汉,20,30,158,165,不限,不限,未婚,不限
11607220,lingyun,M,62,陕西,渭南,本科,176,0,--,20,50,150,180,不限,不限,不限,不限
11607896,樱桃,F,41,西藏,林芝,本科,156,53,汉,30,40,165,175,不限,大专或以上,不限,不限
11607940,Mary,F,32,上海,南汇,大专,160,0,--,20,50,160,190,不限,不限,不限,不限
11608273,jacky,M,39,上海,青浦,大专,170,0,--,20,50,150,180,不限,不限,不限,不限
11609014,JEY,M,36,上海,浦东新区,大专,170,60,汉,20,26,155,166,不限,不限,未婚,不限
11612017,eve,F,34,福建,泉州,本科,156,47,汉,25,30,168,175,不限,大专或以上,未婚,不限
11613659,佚名,M,34,广东,惠州,大专,174,0,--,20,50,150,180,不限,不限,不限,不限
11614426,海豚爱上猫,F,34,山东,济南,大专,160,45,汉,20,50,160,190,不限,不限,不限,不限
11615190,kinglaolu,M,34,云南,红河,大专,180,0,--,20,50,150,180,不限,不限,不限,不限
11615842,♥Francec♥,F,32,辽宁,沈阳,本科,165,50,汉,23,28,178,180,不限,不限,未婚,不限
11616144,李晓梦,F,31,吉林,长春,本科,168,0,汉,20,25,175,185,不限,不限,未婚,不限
11617929,雨中的眼泪,M,31,广东,深圳,大专,175,65,汉,20,50,150,180,不限,不限,不限,不限
11621384,虎龙豹,M,29,河南,三门峡,本科,170,0,--,20,50,150,180,不限,不限,不限,不限
11623005,随缘,F,54,湖北,襄阳,大专,165,57,汉,20,50,160,190,不限,不限,不限,不限
11623922,天公,M,34,台湾,台湾,大专,179,75,汉,20,50,150,180,不限,不限,不限,不限
11625934,爱情愚昧,M,28,河南,郑州,大专,170,0,--,18,20,150,180,不限,不限,未婚,星级会员 
11626584,静静,F,45,广西,防城港,本科,157,43,壮,35,42,165,175,不限,大专或以上,不限,星级会员 
11627500,老杨y,M,30,河南,郑州,大专,175,68,汉,20,24,164,168,不限,不限,未婚,星级会员 
11628347,qwerr,M,64,四川,自贡,大专,132,69,汉,46,52,158,168,不限,大专或以上,不限,星级会员 
11628462,楠叶,M,35,广东,广州,大专,175,65,汉,20,26,150,180,不限,不限,未婚,不限
11629069,搜索,M,39,北京,朝阳,大专,172,65,汉,23,27,158,165,不限,不限,未婚,不限
11631295,chinaweb,M,35,上海,宝山,大专,168,62,汉,20,30,152,168,不限,高中中专及以下或以上,未婚,不限
11632210,小Q,F,32,北京,朝阳,高中中专及以下,162,0,汉,25,29,170,190,不限,不限,未婚,不限
11634105,znd.h.z,M,68,山西,晋城,大专,172,83,--,20,50,150,180,不限,不限,不限,不限
11637508,Toby,M,32,北京,朝阳,大专,188,150,汉,20,28,163,226,不限,不限,未婚,不限
11634738,roy valu,M,28,云南,曲靖,本科,170,50,汉,20,50,150,180,不限,不限,不限,不限
11635590,(_蒍祢变ok,F,34,北京,朝阳,本科,167,0,--,20,50,160,190,不限,不限,不限,不限
11636118,豚豚,F,35,北京,海淀,硕士,168,56,汉,26,31,176,185,不限,本科或以上,未婚,不限
11642766,夏天,F,37,浙江,金华,本科,158,50,汉,20,50,160,190,不限,不限,不限,不限
11643609,雨后彩虹,F,45,山东,青岛,本科,165,65,汉,32,43,175,180,不限,大专或以上,不限,星级会员 
11640544,紫色天涯,M,37,北京,西城,本科,178,80,汉,23,26,150,180,不限,大专或以上,未婚,不限
11641061,莎莎,F,31,广东,深圳,大专,165,60,汉,28,34,170,183,不限,大专或以上,未婚,星级会员 
11645308,angela,F,47,北京,海淀,大专,172,0,--,20,50,160,190,不限,不限,不限,不限
11647366,Ronnie,M,31,其他国家,英国,硕士,175,0,--,20,50,150,180,不限,不限,不限,不限
11644892,另一半,M,39,广东,深圳,大专,170,60,汉,20,50,150,180,不限,不限,不限,不限
11648590,敗Jā釨潘帥,M,30,浙江,台州,高中中专及以下,169,0,--,20,50,150,180,不限,不限,不限,不限
11648717,纳兰容若,F,49,天津,河西,本科,160,50,汉,20,50,160,190,不限,不限,不限,不限
11649791,handq.0082@163.com,M,54,辽宁,沈阳,大专,173,0,--,30,40,158,165,不限,不限,不限,不限
11650069,小雷,M,36,其他国家,芬兰,大专,173,0,--,20,50,150,180,不限,不限,不限,不限
11655414,欢欢,F,35,浙江,杭州,大专,160,0,--,20,50,160,190,不限,不限,不限,不限
11656271,武,M,32,福建,福州,硕士,175,55,汉,20,50,150,180,不限,不限,不限,不限
11656954,为爱等待,M,38,江苏,宿迁,本科,170,0,汉,23,28,158,165,不限,大专或以上,未婚,不限
11658227,小钟,F,32,广东,广州,本科,165,0,--,20,50,160,190,不限,不限,不限,不限
11659076,青竹,F,48,四川,成都,大专,158,48,汉,43,55,165,180,不限,大专或以上,不限,不限
11659156,岩儿,F,40,河北,廊坊,大专,163,49,汉,29,36,170,185,不限,大专或以上,未婚,星级会员 
11660035,紫色诱惑,F,37,上海,宝山,大专,162,0,--,20,50,160,190,不限,不限,不限,不限
11662618,╱|葑訫|_,M,28,浙江,台州,大专,171,55,汉,20,50,150,180,不限,不限,不限,不限
11665967,ஐﻬXUE,F,43,江西,南昌,大专,160,53,汉,39,48,172,178,不限,不限,离异、丧偶,不限
11666596,海水,M,35,重庆,沙坪坝,双学士,178,70,其它民,20,50,150,180,不限,不限,不限,不限
11667128,浊玉,M,35,广东,深圳,本科,170,60,汉,19,28,155,170,不限,大专或以上,未婚,不限
11667809,温暖的风,F,39,上海,黄浦,本科,155,48,汉,20,50,160,190,不限,不限,不限,不限
11667181,qj,M,30,四川,成都,本科,170,0,--,20,50,150,180,不限,不限,不限,不限
11669789,我我,M,40,广东,深圳,高中中专及以下,170,0,--,20,50,150,180,不限,不限,不限,不限
11671523,春雨池,F,40,江苏,镇江,大专,162,57,汉,38,55,165,185,不限,大专或以上,不限,星级会员 
11671596,eva lee,F,35,北京,朝阳,本科,171,51,汉,26,40,178,185,不限,本科或以上,未婚,星级会员 
11673216,好事成双,F,41,广东,广州,本科,159,49,汉,32,45,170,190,不限,本科或以上,不限,不限
11673938,找恋爱的感觉,M,33,上海,宝山,大专,173,0,--,20,24,160,170,不限,不限,未婚,不限
11674823,遍躰麟傷,F,33,广东,深圳,大专,158,0,汉,20,50,160,190,不限,不限,不限,不限
11675603,Mr.Zeng,M,32,浙江,金华,本科,173,56,汉,20,50,150,180,不限,不限,不限,不限
11676588,红玫瑰,F,33,广东,深圳,本科,162,50,汉,25,33,173,180,不限,本科或以上,未婚,不限
11678110,风在起时,M,40,广西,南宁,大专,174,68,汉,20,35,160,170,不限,大专或以上,未婚,不限
11678511,夏天,M,38,浙江,杭州,本科,176,65,汉,26,29,,,不限,不限,未婚,不限
11678774,三十而立,M,35,陕西,西安,本科,180,0,汉,20,50,150,180,不限,不限,不限,不限
11683548,随风而飘,M,41,辽宁,本溪,本科,172,65,汉,,,,,不限,大专或以上,未婚,不限
11685440,兔子,F,30,辽宁,大连,大专,176,0,汉,20,50,160,190,不限,不限,不限,不限
11686044,vicky,F,40,广东,广州,大专,164,50,汉,20,50,160,190,不限,不限,不限,不限
11687228,caicai,M,35,青海,西宁,大专,178,0,--,20,50,150,180,不限,不限,不限,不限
11688535,David,M,41,北京,东城,本科,175,0,--,20,50,150,180,不限,不限,不限,不限
11689879,雨润,M,47,上海,浦东新区,双学士,174,0,--,20,50,150,180,不限,不限,不限,不限
11690293,云海苍茫,F,52,广东,深圳,本科,166,58,汉,20,50,160,190,不限,不限,不限,不限
11695005,taralee,F,33,辽宁,抚顺,本科,159,0,--,20,50,160,190,不限,不限,不限,不限
